pop,dam,Corollawidth,Corollalength,Petallength,color492,nectaramt,nectarconc,Root,fdate,ln_Corollawidth,ln_Corollalength,ln_Petallength,ln_color_adj,ln_nectaramt,ln_nectarconc,ln_Root,ln_fdate
18,AM_146,2.5,40.33333333,9.5,0.0835,31.16666667,18.33333333,6.04,102,0.916290732,3.697178257,2.251291799,-4.921509544,3.439349148,2.908720896,1.798404012,4.077537444
18,AM_146,2.166666667,42,11.16666667,0.3162,28.66666667,19,4.73,57,0.773189888,3.737669618,2.41293315,-3.446638672,3.355735008,2.944438979,1.553925203,3.610917913
18,AM_146,3.266666667,45,10.5,0.0708,13,19,5.94,537,1.183770097,3.80666249,2.351375257,-4.94053204,2.564949357,2.944438979,1.781709133,5.937536205
18,AM_149,2.25,47,9,0.2482,15.5,20.33333333,6.33,67,0.810930216,3.850147602,2.197224577,-3.775563421,2.740840024,3.012261575,1.845300236,5.438079309
18,AM_150,2.75,37.83333333,9,0.204,4.75,20.5,6.28,502,1.011600912,3.633190548,2.197224577,-3.868132583,1.558144618,3.020424886,1.83736998,5.796057751
18,AM_150,2.9,37.33333333,11.66666667,0.1151,11.5,20.66666667,4.76,502,1.064710737,3.619886583,2.456735773,-4.291256524,2.442347035,3.028522097,1.560247668,5.796057751
18,AM_150,2.683333333,40.33333333,9.666666667,0.1026,16.66666667,18.66666667,5.33,233,0.987059803,3.697178257,2.268683541,-4.716216263,2.813410717,2.926739402,1.673351238,4.812184355
18,AM_150,3.133333333,45.66666667,9.333333333,0.0663,6.333333333,19.33333333,4.78,36,1.142097401,3.821368637,2.233592221,-5.132777287,1.84582669,2.961830722,1.564440547,5.327876169
18,AM_151,2.65,41,11,0.1921,25.33333333,20.5,5.56,433,0.97455964,3.713572067,2.397895273,-4.13105609,3.232121051,3.020424886,1.715598108,5.525452939
18,AM_151,2.883333333,45.66666667,8.333333333,0.0827,19,19.16666667,4.91,194,1.058947032,3.821368637,2.120263536,-4.916718742,2.944438979,2.953172659,1.591273942,4.65396035
18,AM_151,NA,NA,NA,0.294,17.33333333,20.33333333,6.04,456,NA,NA,NA,-3.813742432,2.85263143,3.012261575,1.798404012,5.613128106
18,AM_153,2.55,47.66666667,10.33333333,0.137,26.66666667,19.83333333,5.7,246,0.936093359,3.864232342,2.335374915,-4.434806051,3.283414346,2.987364024,1.740466175,5.986452005
18,AM_153,2.683333333,44.33333333,8.666666667,0.1688,22.83333333,19.33333333,4.86,233,0.987059803,3.791736839,2.159484249,-3.969688137,3.128221456,2.961830722,1.581038438,4.812184355
18,AM_153,2.5,48.66666667,10.33333333,0.304,12,20.25,4.28,267,0.916290732,3.884994333,2.335374915,-3.749039572,2.48490665,3.008154794,1.45395301,6.013715156
18,AM_153,2.45,37,6.5,0.1384,20.16666667,20.33333333,4.48,67,0.896088025,3.610917913,1.871802177,-4.451368674,3.004031077,3.012261575,1.499623046,5.438079309
18,AM_154,NA,NA,NA,0.3515,14,16,4.65,124,NA,NA,NA,-3.136792155,2.63905733,2.772588722,1.53686722,5.648974238
18,AM_154,2.691666667,41.41666667,9.916666667,0.1212,20.16666667,20.66666667,4.09,184,0.990160581,3.723683376,2.294216843,-4.406678999,3.004031077,3.028522097,1.40854497,5.840641657
18,AM_154,2.5,46.25,11.25,0.1283,16.16666667,20.33333333,4.6,132,0.916290732,3.834061464,2.420368129,-4.662276637,2.782951509,3.012261575,1.526056303,5.686975356
18,AM_154,2.511111111,45.11111111,10,0.12,25,19,4.91,221,0.920725329,3.809128582,2.302585093,-4.549657476,3.218875825,2.944438979,1.591273942,5.937536205
18,AM_154,2.825,47,10.5,0.3098,17.25,19.5,4.86,112,1.038508365,3.850147602,2.351375257,-3.596011416,2.847812143,2.970414466,1.581038438,5.613128106
18,AM_154,2.5,44.66666667,8.833333333,0.1952,18.66666667,20,4.87,142,0.916290732,3.799227511,2.178532444,-3.854454672,2.926739402,2.995732274,1.583093937,5.736572297
18,AM_154,2.266666667,45.66666667,12.66666667,0.2063,19.16666667,19.83333333,5.62,421,0.818310324,3.821368637,2.538973871,-4.20033503,2.953172659,2.987364024,1.726331664,5.438079309
18,AM_155,3.533333333,45,10.66666667,0.318,23.33333333,18.16666667,5.26,57,1.262241712,3.80666249,2.367123614,-3.754007424,3.149882953,2.899588413,1.660131027,5.407171771
18,AM_155,2.766666667,41.16666667,12.33333333,0.2783,13.5,18,6.5,92,1.017643226,3.717628867,2.512305624,-3.773665036,2.602689685,2.890371758,1.871802177,5.525452939
18,AM_155,3.566666667,45,9.333333333,0.279,18.66666667,19.16666667,5.89,67,1.271631453,3.80666249,2.233592221,-3.869182847,2.926739402,2.953172659,1.773255998,5.438079309
18,AM_155,2.95,46.2,10.1,0.1006,19,19,5.97,292,1.08180517,3.832979798,2.312535424,-4.948647086,2.944438979,2.944438979,1.786746927,6.068425588
18,AM_155,2.65,40,13,0.1786,22.5,18,6.55,309,0.97455964,3.688879454,2.564949357,-4.193329816,3.113515309,2.890371758,1.87946505,6.100318952
18,AM_155,3.3,42,10.66666667,0.0911,19.33333333,19.83333333,6.1,142,1.193922468,3.737669618,2.367123614,-5.047136221,2.961830722,2.987364024,1.808288771,5.736572297
18,AM_155,2.95,48.5,12.66666667,NA,10,19.5,5.84,570,1.08180517,3.881563798,2.538973871,NA,2.302585093,2.970414466,1.764730797,6.452048954
18,AM_155,NA,NA,NA,NA,NA,NA,9.5,719,NA,NA,NA,NA,NA,NA,2.251291799,6.502790046
18,AM_156,2.583333333,40.66666667,11,0.3783,33.33333333,20.16666667,4.33,30,0.949080555,3.705408756,2.397895273,-3.355679679,3.506557897,3.004031077,1.465567542,5.252273428
18,AM_156,2.5,45.33333333,11,0.144,16.16666667,19.5,4.92,246,0.916290732,3.814042597,2.397895273,-4.326062361,2.782951509,2.970414466,1.593308531,5.986452005
18,AM_156,2.9,43,12.66666667,0.1738,26.33333333,20,4.7,233,1.064710737,3.761200116,2.538973871,-4.324292681,3.270835564,2.995732274,1.547562509,5.963579344
18,AM_157,2.5,45.66666667,11,0.1698,26.66666667,17.16666667,4.67,36,0.916290732,3.821368637,2.397895273,-4.331523432,3.283414346,2.842969519,1.541159072,3.135494216
18,AM_157,2.85,39.66666667,9.833333333,0.229,26,18,NA,112,1.047318994,3.680511205,2.285777975,-3.841375616,3.258096538,2.890371758,NA,4.189654742
18,AM_157,3.433333333,42.33333333,10,0.1143,33,18,4.01,246,1.233531606,3.745574798,2.302585093,-4.942704226,3.496507561,2.890371758,1.388791241,4.86753445
18,AM_157,2.5,40,11.25,0.4198,25.75,18,4.2,31,0.916290732,3.688879454,2.420368129,-3.377576134,3.248434627,2.890371758,1.435084525,2.944438979
18,AM_157,2.416666667,40.83333333,11.5,0.0737,24.5,18.83333333,4.01,92,0.88238918,3.709498741,2.442347035,-5.061598367,3.198673118,2.935628349,1.388791241,3.988984047
18,AM_157,2.9,45,11.33333333,0.3048,41.5,18.66666667,4.62,49,1.064710737,3.80666249,2.427748236,-3.780888438,3.725693427,2.926739402,1.530394705,3.465735903
18,AM_157,2.5,42.33333333,10.83333333,0.0463,18,18,3.96,184,0.916290732,3.745574798,2.3826278,-5.669657468,2.890371758,2.890371758,1.376244025,4.59511985
18,AM_157,2.883333333,39.83333333,8.833333333,0.0738,26.16666667,19.33333333,4.92,184,1.058947032,3.684704083,2.178532444,-5.225688392,3.264486336,2.961830722,1.593308531,4.59511985
18,AM_157,2.416666667,37.83333333,9,0.0536,15.83333333,17.33333333,2.39,102,0.88238918,3.633190548,2.197224577,-4.835748716,2.762117422,2.85263143,0.871293366,4.077537444
18,AM_158,3.066666667,41.33333333,8.666666667,0.1268,30.83333333,19.66666667,6.21,392,1.120591195,3.721669277,2.159484249,-4.57287183,3.428596356,2.978925155,1.826160896,5.327876169
18,AM_158,2.866666667,44.33333333,11,0.141,19.5,18.66666667,6.86,392,1.053149915,3.791736839,2.397895273,-4.510703622,2.970414466,2.926739402,1.925707442,5.327876169
18,AM_158,2.333333333,39.66666667,10.5,0.967,10,21.5,4.85,78,0.84729786,3.680511204,2.351375257,-4.77,2.302585093,3.068052935,1.578978705,3.784189634
18,AM_158,2.583333333,41,9.666666667,0.2313,27,20,5.01,132,0.949080555,3.713572067,2.268683541,-3.861207445,3.295836866,2.995732274,1.611435915,5.686975356
18,AM_158,2.816666667,40,9,0.1811,24.83333333,19.5,4.02,49,1.035554153,3.688879454,2.197224577,-4.227772416,3.212186837,2.970414466,1.391281903,3.465735903
18,AM_158,NA,NA,NA,0.134,18,18.83333333,6.9,646,NA,NA,NA,-4.24014491,2.890371758,2.935628349,1.931521412,6.320768294
18,AM_159,2.666666667,40.5,10.33333333,0.025,20.83333333,19.83333333,7.08,212,0.980829253,3.701301974,2.335374915,-6.327651029,3.036554268,2.987364024,1.957273908,4.718498871
18,AM_159,2.583333333,42.5,10.66666667,0.1424,21.75,19.75,5.99,20,0.949080555,3.749504076,2.367123614,-4.72,3.079613758,2.983153491,1.790091412,2.48490665
18,AM_159,2.85,41.5,9.666666667,0.2525,26.16666667,19.83333333,5.39,194,1.047318994,3.725693427,2.268683541,-3.999852529,3.264486336,2.987364024,1.684545385,4.65396035
18,AM_160,NA,NA,NA,0.2411,11.66666667,20.66666667,5,392,NA,NA,NA,-3.842378147,2.456735773,3.028522097,1.609437912,6.230481448
18,AM_160,3.133333333,52.16666667,9.666666667,0.1124,11.16666667,19.33333333,4.14,49,1.142097401,3.954443721,2.268683541,-5.01093181,2.41293315,2.961830722,1.420695788,3.465735903
18,AM_160,2.833333333,48.5,10.33333333,0.1039,18.33333333,22,4.24,112,1.041453875,3.881563798,2.335374915,-4.71515905,2.908720896,3.091042453,1.444563269,4.189654742
18,AM_160,2.75,48.66666667,11,0.097,24.5,20.83333333,4.43,25,1.011600912,3.884994333,2.397895273,-4.959595178,3.198673118,3.036554268,1.488399584,2.708050201
18,AM_160,2.966666667,46,8.666666667,0.2178,NA,NA,4.97,92,1.087438988,3.828641396,2.159484249,-4.085891427,NA,NA,1.60341984,5.525452939
18,AM_160,2.716666667,42.66666667,10.33333333,0.03,17.83333333,19.33333333,4.77,36,0.999405639,3.753417975,2.335374915,-5.894494657,2.881069365,2.961830722,1.562346305,3.135494216
18,AM_161,2.833333333,45,9.5,0.1604,17.5,21.33333333,5.15,132,1.041453875,3.80666249,2.251291799,-4.367741799,2.862200881,3.060270795,1.638996715,5.686975356
18,AM_161,2.533333333,46.16666667,10,NA,NA,NA,9.31,728,0.929535958,3.832258037,2.302585093,NA,NA,NA,2.231089091,6.532334292
18,AM_161,2.966666667,45,9.333333333,0.1241,22,17.16666667,4.2,142,1.087438988,3.80666249,2.233592221,-4.406109797,3.091042453,2.842969519,1.435084525,4.356708827
18,AM_162,3.033333333,42,10.5,0.3254,13.5,19,4.94,194,1.109662125,3.737669618,2.351375257,-3.799259618,2.602689685,2.944438979,1.597365331,4.65396035
18,AM_162,3.133333333,46.33333333,12.16666667,0.5057,5.75,20.75,5.55,267,1.142097401,3.835861644,2.498699972,-3.209458474,1.749199855,3.032546247,1.713797928,4.96284463
18,AM_162,2.533333333,41,11,0.2666,19.83333333,20.66666667,5.04,433,0.929535958,3.713572067,2.397895273,-3.72994148,2.987364024,3.028522097,1.617406082,6.289715571
18,AM_163,2.5,46.33333333,12,0.1369,16.33333333,20.66666667,4.25,132,0.916290732,3.835861644,2.48490665,-4.374143195,2.793208009,3.028522097,1.446918983,5.686975356
18,AM_163,2.416666667,41,11.33333333,0.1232,23,17.66666667,5.43,292,0.88238918,3.713572067,2.427748236,-4.646900858,3.135494216,2.871679625,1.691939134,5.036952602
18,AM_163,2.5,46.33333333,8.5,0.1324,22.5,15.5,4.38,31,0.916290732,3.835861644,2.140066163,-4.40931333,3.113515309,2.740840024,1.477048724,2.944438979
18,AM_163,2.7,42.83333333,10,0.2725,NA,NA,4.68,36,0.993251773,3.757316616,2.302585093,-3.522467365,NA,NA,1.54329811,3.135494216
18,AM_163,2.316666667,40.66666667,10.33333333,0.0718,20,20.83333333,4.84,25,0.840129371,3.705408756,2.335374915,-4.993686529,2.995732274,3.036554268,1.576914721,2.708050201
18,AM_164,2.666666667,42.83333333,11.5,0.0677,32.33333333,18.33333333,5.44,184,0.980829253,3.757316616,2.442347035,-5.235451498,3.47609869,2.908720896,1.693779061,4.59511985
18,AM_164,NA,NA,NA,NA,10,16,7.59,713,NA,NA,NA,NA,2.302585093,2.772588722,2.026831591,6.467698726
18,AM_165,NA,NA,NA,0.2752,12,19,5.87,567,NA,NA,NA,-3.721675138,2.48490665,2.944438979,1.769854634,6.068425588
18,AM_165,2.783333333,39,9.5,0.1999,20,19.66666667,4.27,161,1.02364925,3.663561646,2.251291799,-4.019312625,2.995732274,2.978925155,1.451613827,4.465908119
18,AM_165,2.5,44.5,9,0.2639,21.66666667,19,4.8,352,0.916290732,3.795489189,2.197224577,-3.675144023,3.075774981,2.944438979,1.568615918,5.204006687
18,AM_165,NA,NA,NA,NA,NA,NA,6.66,750,NA,NA,NA,NA,NA,NA,1.896119485,6.616065185
18,AM_165,2.683333333,45.66666667,13.16666667,0.1942,23.375,18.875,5.89,67,0.987059803,3.821368637,2.577688383,-4.259614596,3.151667075,2.937838295,1.773255998,5.438079309
18,AM_166,2.566666667,40.33333333,9.333333333,0.1001,17.66666667,18.66666667,4.44,67,0.94260804,3.697178257,2.233592221,-4.572989568,2.871679625,2.926739402,1.490654376,5.438079309
18,AM_166,2.625,48.75,9.083333333,0.15,15.83333333,19.33333333,5.37,194,0.965080896,3.886705197,2.206441232,-4.446252607,2.762117422,2.961830722,1.680827909,5.866468057
18,AM_166,3.233333333,43,9.833333333,0.1625,27.66666667,17.33333333,4.56,142,1.173513597,3.761200116,2.285777975,-4.235487936,3.320228319,2.85263143,1.517322624,4.356708827
18,AM_166,2.966666667,48.66666667,8.166666667,0.4056,NA,NA,4.42,11,1.087438988,3.884994333,2.100060829,-3.438146007,NA,NA,1.486139696,4.96284463
18,AM_166,2.816666667,45,8.166666667,0.2139,14.66666667,21,4.19,78,1.035554153,3.80666249,2.100060829,-4.14767334,2.685577345,3.044522438,1.432700734,3.784189634
18,AM_166,2.416666667,50.5,10.5,0.2312,24,21.33333333,4.42,16,0.88238918,3.921973336,2.351375257,-4.184187375,3.17805383,3.060270795,1.486139696,2.302585093
18,AM_166,NA,NA,NA,NA,11.33333333,20.16666667,5.84,334,NA,NA,NA,NA,2.427748236,3.004031077,1.764730797,6.146329258
18,AM_167,2.666666667,43,10.33333333,0.3391,28.5,20.5,5.46,92,0.980829253,3.761200116,2.335374915,-3.419702,3.349904087,3.020424886,1.69744879,5.525452939
18,AM_167,NA,NA,NA,4,11,21.25,5.41,507,NA,NA,NA,-1.361873587,2.397895273,3.056356895,1.688249093,6.376726948
18,AM_168,2.266666667,41,11,0.1604,23.33333333,19.33333333,4.88,20,0.818310324,3.713572067,2.397895273,-4.040005992,3.149882953,2.961830722,1.58514522,5.153291594
18,AM_168,2.466666667,46.16666667,9.5,0.326,16.66666667,19.83333333,4.7,132,0.902867712,3.832258037,2.251291799,-3.322517072,2.813410717,2.987364024,1.547562509,5.686975356
18,AM_168,2.533333333,49.83333333,9.833333333,0.3344,14,20,5.17,587,0.929535958,3.908684104,2.285777975,-3.665813434,2.63905733,2.995732274,1.642872689,6.467698726
18,AM_168,2.25,33.66666667,8.833333333,0.0843,15.16666667,23.66666667,4.05,57,0.810930216,3.516508228,2.178532444,-4.841933496,2.719100038,3.164067589,1.398716881,5.407171771
18,AM_168,NA,NA,NA,0.1057,32.66666667,19.5,7.13,194,NA,NA,NA,-4.784649486,3.48635519,2.970414466,1.964311234,5.866468057
22,TJ_147,2.683333333,44,11.66666667,1.1896,18.5,17.5,4.39,161,0.987059803,3.784189634,2.456735773,-2.128267732,2.917770732,2.862200881,1.479329227,4.465908119
22,TJ_147,2.75,38.66666667,10.16666667,1.7376,30.33333333,17.16666667,3.68,16,1.011600912,3.654977903,2.319114395,-1.691073062,3.412247218,2.842969519,1.302912752,2.302585093
22,TJ_147,2.583333333,36.16666667,9.166666667,0.4936,17.5,20.83333333,3.85,36,0.949080555,3.588137884,2.215573716,-2.938407004,2.862200881,3.036554268,1.348073148,3.135494216
22,TJ_147,2.833333333,44.33333333,12,0.7727,16,19.66666667,5.32,142,1.041453875,3.791736839,2.48490665,-2.795916798,2.772588722,2.978925155,1.671473303,5.736572297
22,TJ_147,2.866666667,41.33333333,11.5,1.3267,26.66666667,17,4.97,49,1.053149915,3.721669277,2.442347035,-2.123529472,3.283414346,2.833213344,1.60341984,5.379897354
22,TJ_147,2.966666667,42.66666667,9.5,0.7179,32.66666667,14.83333333,7.52,367,1.087438988,3.753417975,2.251291799,-2.509693254,3.48635519,2.6968769,2.017566138,6.192362489
22,TJ_147,2.416666667,43.16666667,12.5,0.7509,20.33333333,17.83333333,6.68,246,0.88238918,3.765068593,2.525728644,-2.551988877,3.012261575,2.881069365,1.899117988,4.86753445
22,TJ_147,2.75,43.16666667,12.16666667,0.8374,40.75,14.83333333,5.31,184,1.011600912,3.765068593,2.498699972,-2.575075934,3.70745584,2.6968769,1.669591835,4.59511985
22,TJ_147,2.583333333,40.66666667,9,1.4418,22.16666667,18,3.85,267,0.949080555,3.705408756,2.197224577,-1.603734343,3.098589659,2.890371758,1.348073148,4.96284463
22,TJ_147,2.533333333,44,10,1.0544,29.25,19.5,6.02,553,0.929535959,3.784189634,2.302585093,-2.04553672,3.375879574,2.970414466,1.795087259,6.013715156
22,TJ_148,2.166666667,39.83333333,7.333333333,0.4812,9.666666667,23.83333333,5.12,184,0.773189888,3.684704083,1.992430165,-2.912341629,2.268683541,3.171085161,1.633154439,4.59511985
22,TJ_149,2.25,38.33333333,9.5,0.5556,25.25,21.16666667,5.28,31,0.810930216,3.64631984,2.251291799,-2.838682627,3.228826156,3.052427617,1.663926098,2.944438979
22,TJ_150,2.733333333,44,9.5,1.1018,24.83333333,20.5,4.87,246,1.005521865,3.784189634,2.251291799,-2.179193237,3.212186837,3.020424886,1.583093937,4.86753445
22,TJ_151,2.783333333,40,8.5,1.6339,17.83333333,21.33333333,5.36,142,1.02364925,3.688879454,2.140066163,-1.917775494,2.881069365,3.060270795,1.678963975,4.356708827
22,TJ_151,NA,NA,NA,1.7642,16.16666667,25.66666667,7.6,655,NA,NA,NA,-1.667144111,2.782951509,3.245193133,2.028148247,6.345636361
22,TJ_154,2.75,45.33333333,8.5,2.4162,12.83333333,18.5,4.98,78,1.011600912,3.814042597,2.140066163,-1.436656007,2.552045952,2.917770732,1.605429891,3.784189634
22,TJ_155,2.75,41.16666667,10.16666667,1.9068,18.33333333,16.16666667,5.81,11,1.011600912,3.717628867,2.319114395,-1.650335423,2.908720896,2.782951509,1.759580571,2.079441542
22,TJ_155,2.566666667,22.33333333,6,0.2564,3.5,23.33333333,5.48,292,0.94260804,3.106080331,1.791759469,-3.94024805,1.252762968,3.149882953,1.701105101,6.068425588
22,TJ_156,2.5,40.16666667,10,0.93,16,16.5,4.68,15,0.916290732,3.693037464,2.302585093,-2.465362054,2.772588722,2.803360381,1.54329811,2.197224577
22,TJ_159,2.9,38,6.5,2.0362,10.5,16,8.53,686,1.064710737,3.63758616,1.871802177,-1.670957689,2.351375257,2.772588722,2.143589362,6.577861358
22,TJ_159,NA,NA,NA,0.8187,25,17,5.39,520,NA,NA,NA,-2.287943183,3.218875825,2.833213344,1.684545385,5.866468057
22,TJ_159,2.416666667,43.66666667,8.5,1.1816,26.83333333,20.5,4.6,445,0.88238918,3.776585035,2.140066163,-2.173974353,3.289644896,3.020424886,1.526056303,5.572154032
22,TJ_161,2.416666667,41.5,12.16666667,0.9197,15,20.66666667,5.12,367,0.88238918,3.725693427,2.498699972,-2.574844949,2.708050201,3.028522097,1.633154439,5.252273428
22,TJ_161,2.666666667,42.66666667,10.66666667,1.2938,20.75,16.25,5.41,161,0.980829253,3.753417975,2.367123614,-2.304438375,3.032546247,2.788092909,1.688249093,4.465908119
22,TJ_161,2.8,41,12,1.7967,15.5,20.83333333,7.39,520,1.029619417,3.713572067,2.48490665,-1.851950741,2.740840024,3.036554268,2.000127735,5.866468057
22,TJ_161,2.583333333,37.83333333,11.16666667,1.2869,NA,NA,NA,124,0.949080555,3.633190548,2.41293315,-2.162963012,NA,NA,NA,4.290459441
22,TJ_162,2.433333333,40.66666667,11.66666667,1.3519,29,17.66666667,5.69,292,0.889262059,3.705408756,2.456735773,-1.957226683,3.36729583,2.871679625,1.738710248,6.068425588
22,TJ_162,2.5,40.83333333,9,1.2605,16.66666667,18.16666667,5.08,124,0.916290732,3.709498741,2.197224577,-1.841034332,2.813410717,2.899588413,1.625311262,5.648974238
22,TJ_162,NA,NA,NA,2.0528,12.16666667,21.16666667,5.87,382,NA,NA,NA,-1.609243038,2.498699972,3.052427617,1.769854634,6.224558429
22,TJ_163,2.75,48.33333333,10.66666667,0.8431,28.5,19.66666667,5.03,7,1.011600912,3.878121454,2.367123614,-2.759185336,3.349904087,2.978925155,1.615419984,1.609437912
22,TJ_164,2.916666667,45.16666667,9.5,0.34,16.33333333,21,4.66,57,1.070441412,3.810359352,2.251291799,-3.487465018,2.793208009,3.044522438,1.539015448,3.610917913
22,TJ_165,2.416666667,38.83333333,10.16666667,1.4655,27.5,19.33333333,6.44,161,0.88238918,3.659278984,2.319114395,-1.828711823,3.314186005,2.961830722,1.86252854,4.465908119
22,TJ_165,2.583333333,44.33333333,9.5,0.9975,10.33333333,21.66666667,6.71,320,0.949080555,3.791736839,2.251291799,-2.392732733,2.335374915,3.075774981,1.903598951,5.099866428
22,TJ_165,2.55,41,10.33333333,0.5549,24.5,23.83333333,NA,78,0.936093359,3.713572067,2.335374915,-2.83857353,3.198673118,3.171085161,NA,3.784189634
23,AM_098,2.45,45.33333333,10.16666667,0.5601,27,20.33333333,6.89,161,0.896088025,3.814042597,2.319114395,-3.316860518,3.295836866,3.012261575,1.930071085,5.796057751
23,AM_098,2.633333333,45,11,0.424,19,21.33333333,5.44,194,0.968250471,3.80666249,2.397895273,-3.326799092,2.944438979,3.060270795,1.693779061,5.866468057
23,AM_099,NA,NA,NA,NA,NA,NA,8.75,737,NA,NA,NA,NA,NA,NA,2.1690537,6.56526497
23,AM_100,3.533333333,47.83333333,12.66666667,0.1419,16.25,21.25,7.28,614,1.262241712,3.867722746,2.538973871,-4.741525284,2.788092909,3.056356895,1.985130862,6.238324625
23,AM_100,2.708333333,45.66666667,10.66666667,0.1167,19.5,19.16666667,7.15,382,0.996333439,3.821368637,2.367123614,-4.731768862,2.970414466,2.953172659,1.967112357,5.288267031
23,AM_101,2.266666667,41.5,10.5,0.3162,16.5,21,6.72,246,0.818310324,3.725693427,2.351375257,-3.500849033,2.803360381,3.044522438,1.905088155,5.986452005
23,AM_101,3.066666667,45.83333333,9.5,0.1336,22,20.75,9.44,489,1.120591195,3.825011628,2.251291799,-4.507596968,3.091042453,3.032546247,2.24495598,5.736572297
23,AM_101,NA,NA,NA,NA,NA,NA,10.72,731,NA,NA,NA,NA,NA,NA,2.372111156,6.539585956
23,AM_101,NA,NA,NA,0.1292,13.25,17.75,7.11,489,NA,NA,NA,-4.230983222,2.583997552,2.876385516,1.961502244,6.363028104
23,AM_101,2.416666667,41.83333333,11.66666667,0.2861,12.5,22.5,6.82,102,0.88238918,3.73369347,2.456735773,-3.798512549,2.525728644,3.113515309,1.919859472,5.572154032
23,AM_101,NA,NA,NA,NA,NA,NA,6.32,646,NA,NA,NA,NA,NA,NA,1.843719208,6.539585956
23,AM_101,3.05,44.33333333,9.333333333,NA,19,19,7.97,610,1.115141591,3.791736839,2.233592221,NA,2.944438979,2.944438979,2.075684493,6.495265556
23,AM_101,2.616666667,40.16666667,11,0.2211,17,19,7.27,605,0.961901243,3.693037464,2.397895273,-3.902022922,2.833213344,2.944438979,1.983756292,6.486160789
23,AM_101,2.766666667,43.16666667,10,0.1815,13.16666667,21.5,7.1,553,1.017643226,3.765068593,2.302585093,-4.29554104,2.577688383,3.068052935,1.960094784,6.429719478
23,AM_102,2.45,35.33333333,9.583333333,0.1007,26,20.33333333,5.49,401,0.896088025,3.564826805,2.260025479,-4.579419417,3.258096538,3.012261575,1.702928256,6.238324625
23,AM_102,3.666666667,47.66666667,10.33333333,0.3803,21.5,21,5.71,57,1.299282984,3.864232342,2.335374915,-3.816691789,3.068052935,3.044522438,1.742219024,5.407171771
23,AM_102,NA,NA,NA,NA,NA,NA,9.5,662,NA,NA,NA,NA,NA,NA,2.251291799,6.556778356
23,AM_102,3,50.33333333,13.33333333,0.3818,27.33333333,18.66666667,5.09,194,1.098612289,3.918667548,2.590267165,-3.628905321,3.308106958,2.926739402,1.627277831,5.866468057
23,AM_102,NA,NA,NA,0.2357,19,19.5,6.99,507,NA,NA,NA,-3.987505873,2.944438979,2.970414466,1.944480556,6.376726948
23,AM_103,3.166666667,41.66666667,10,NA,NA,NA,8.24,617,1.15267951,3.729701449,2.302585093,NA,NA,NA,2.109000344,6.502790046
23,AM_103,2.85,33.33333333,7.666666667,NA,NA,NA,9.08,651,1.047318994,3.506557897,2.036881927,NA,NA,NA,2.206074193,6.54534966
23,AM_103,2.85,43.33333333,9.833333333,0.1275,22,19.5,6.45,547,1.047318994,3.768922162,2.285777975,-4.515717328,3.091042453,2.970414466,1.864080131,6.419994928
23,AM_103,NA,NA,NA,NA,NA,NA,7.52,682,NA,NA,NA,NA,NA,NA,2.017566138,6.576469569
23,AM_103,NA,NA,NA,0.0932,19,17.83333333,4.66,246,NA,NA,NA,-4.896172919,2.944438979,2.881069365,1.539015448,5.986452005
23,AM_103,NA,NA,NA,0.1286,10.75,10.75,4.08,320,NA,NA,NA,-4.401566214,2.374905755,2.374905755,1.406096988,6.120297419
23,AM_105,NA,NA,NA,0.1146,17.33333333,18.33333333,5.06,559,NA,NA,NA,-4.602811385,2.85263143,2.908720896,1.621366483,6.436150368
23,AM_105,NA,NA,NA,0.0993,13.83333333,19.33333333,6.97,570,NA,NA,NA,-4.908588814,2.627081138,2.961830722,1.941615225,6.452048954
23,AM_107,2.91,42.6,12,0.1631,26.33333333,19,6.37,292,1.068153081,3.751854253,2.48490665,-4.36,3.270835564,2.944438979,1.85159947,6.068425588
23,AM_107,NA,NA,NA,NA,NA,NA,8.46,695,NA,NA,NA,NA,NA,NA,2.135349174,6.590301048
23,AM_107,3.333333333,38,12,0.1282,19,19.66666667,6.42,537,1.203972804,3.63758616,2.48490665,-4.740172805,2.944438979,2.978925155,1.859418118,6.411818268
23,AM_107,3,41,12.5,0.1754,26.75,20,7.36,320,1.098612289,3.713572067,2.525728644,-4.531483141,3.286534473,2.995732274,1.996059933,6.120297419
23,AM_107,3.3,39,10,0.1912,22.75,16.75,7.93,680,1.193922468,3.663561646,2.302585093,NA,3.124565145,2.818398258,2.070653036,6.415096959
23,AM_107,NA,NA,NA,0.1288,22.5,20.66666667,NA,537,NA,NA,NA,-4.568641498,3.113515309,3.028522097,NA,5.937536205
23,AM_107,2.933333333,45.33333333,10.16666667,0.08435,17.83333333,20.5,5.58,267,1.076139433,3.814042597,2.319114395,-5.125811145,2.881069365,3.020424886,1.719188776,6.013715156
23,AM_107,2.55,46,11,0.1115,14.66666667,19.5,4.32,292,0.936093359,3.828641396,2.397895273,-4.675047569,2.685577345,2.970414466,1.463255402,6.068425588
23,AM_107,3.125,48.5,9.75,0.2436,21.5,20.5,7.02,142,1.139434283,3.881563798,2.277267285,-4.281546092,3.068052935,3.020424886,1.948763218,5.736572297
23,AM_107,2.583333333,43.33333333,10.66666667,0.0819,13.66666667,17,6.04,112,0.949080555,3.768922162,2.367123614,-5.189287122,2.614959778,2.833213344,1.798404012,4.189654742
